"Offense","n","Year","Week"
"Murder","4",2025,17
"Rape","49",2025,17
"Robbery","313",2025,17
"Fel. Assault","621",2025,17
"Burglary","198",2025,17
"Gr. Larceny","948",2025,17
"G.L.A.","312",2025,17
"Petit Larceny","2083",2025,17
"Misd. Assault","982",2025,17
