"Offense","n","Year","Week"
"Murder","7",2024,45
"Rape","40",2024,45
"Robbery","302",2024,45
"Fel. Assault","491",2024,45
"Burglary","231",2024,45
"Gr. Larceny","940",2024,45
"G.L.A.","268",2024,45
"Petit Larceny","2254",2024,45
"Misd. Assault","910",2024,45
