"Offense","n","Year","Week"
"Murder","4",2024,41
"Rape","33",2024,41
"Robbery","311",2024,41
"Fel. Assault","492",2024,41
"Burglary","241",2024,41
"Gr. Larceny","899",2024,41
"G.L.A.","291",2024,41
"Petit Larceny","2215",2024,41
"Misd. Assault","938",2024,41
