"Offense","n","Year","Week"
"Murder","3",2025,33
"Rape","36",2025,33
"Robbery","307",2025,33
"Fel. Assault","509",2025,33
"Burglary","197",2025,33
"Gr. Larceny","1004",2025,33
"G.L.A.","286",2025,33
"Petit Larceny","2149",2025,33
"Misd. Assault","932",2025,33
