"Offense","n","Year","Week"
"Murder","7",2026,33
"Rape","41",2026,33
"Robbery","282",2026,33
"Fel. Assault","562",2026,33
"Burglary","223",2026,33
"Gr. Larceny","908",2026,33
"G.L.A.","241",2026,33
"Petit Larceny","2185",2026,33
"Misd. Assault","880",2026,33
