"Offense","n","Year","Week"
"Murder","5",2025,40
"Rape","44",2025,40
"Robbery","284",2025,40
"Fel. Assault","492",2025,40
"Burglary","233",2025,40
"Gr. Larceny","917",2025,40
"G.L.A.","274",2025,40
"Petit Larceny","2125",2025,40
"Misd. Assault","880",2025,40
