"Offense","n","Year","Week"
"Murder","4",2026,23
"Rape","36",2026,23
"Robbery","267",2026,23
"Fel. Assault","654",2026,23
"Burglary","213",2026,23
"Gr. Larceny","878",2026,23
"G.L.A.","225",2026,23
"Petit Larceny","1931",2026,23
"Misd. Assault","1047",2026,23
