"Offense","n","Year","Week"
"Murder","1",2025,20
"Rape","33",2025,20
"Robbery","281",2025,20
"Fel. Assault","519",2025,20
"Burglary","234",2025,20
"Gr. Larceny","908",2025,20
"G.L.A.","301",2025,20
"Petit Larceny","2063",2025,20
"Misd. Assault","972",2025,20
