"Offense","n","Year","Week"
"Murder","4",2026,27
"Rape","56",2026,27
"Robbery","267",2026,27
"Fel. Assault","543",2026,27
"Burglary","219",2026,27
"Gr. Larceny","893",2026,27
"G.L.A.","264",2026,27
"Petit Larceny","2069",2026,27
"Misd. Assault","985",2026,27
