"Offense","n","Year","Week"
"Murder","2",2026,17
"Rape","44",2026,17
"Robbery","292",2026,17
"Fel. Assault","575",2026,17
"Burglary","188",2026,17
"Gr. Larceny","867",2026,17
"G.L.A.","227",2026,17
"Petit Larceny","1959",2026,17
"Misd. Assault","931",2026,17
