"Offense","n","Year","Week"
"Murder","1",2025,11
"Rape","47",2025,11
"Robbery","258",2025,11
"Fel. Assault","506",2025,11
"Burglary","237",2025,11
"Gr. Larceny","921",2025,11
"G.L.A.","262",2025,11
"Petit Larceny","2194",2025,11
"Misd. Assault","885",2025,11
