"Offense","n","Year","Week"
"Murder","8",2025,16
"Rape","31",2025,16
"Robbery","293",2025,16
"Fel. Assault","585",2025,16
"Burglary","227",2025,16
"Gr. Larceny","906",2025,16
"G.L.A.","299",2025,16
"Petit Larceny","2098",2025,16
"Misd. Assault","1014",2025,16
