"Offense","n","Year","Week"
"Murder","8",2026,21
"Rape","33",2026,21
"Robbery","272",2026,21
"Fel. Assault","617",2026,21
"Burglary","195",2026,21
"Gr. Larceny","815",2026,21
"G.L.A.","276",2026,21
"Petit Larceny","2050",2026,21
"Misd. Assault","965",2026,21
