"Offense","n","Year","Week"
"Murder","4",2025,27
"Rape","35",2025,27
"Robbery","309",2025,27
"Fel. Assault","525",2025,27
"Burglary","212",2025,27
"Gr. Larceny","1049",2025,27
"G.L.A.","317",2025,27
"Petit Larceny","2233",2025,27
"Misd. Assault","957",2025,27
