"Offense","n","Year","Week"
"Murder","6",2025,44
"Rape","45",2025,44
"Robbery","282",2025,44
"Fel. Assault","558",2025,44
"Burglary","244",2025,44
"Gr. Larceny","928",2025,44
"G.L.A.","252",2025,44
"Petit Larceny","2115",2025,44
"Misd. Assault","855",2025,44
