"Offense","n","Year","Week"
"Murder","5",2026,14
"Rape","44",2026,14
"Robbery","247",2026,14
"Fel. Assault","499",2026,14
"Burglary","194",2026,14
"Gr. Larceny","812",2026,14
"G.L.A.","224",2026,14
"Petit Larceny","1903",2026,14
"Misd. Assault","833",2026,14
