"Offense","n","Year","Week"
"Murder","2",2025,38
"Rape","30",2025,38
"Robbery","318",2025,38
"Fel. Assault","536",2025,38
"Burglary","225",2025,38
"Gr. Larceny","1023",2025,38
"G.L.A.","336",2025,38
"Petit Larceny","2148",2025,38
"Misd. Assault","961",2025,38
