"Offense","n","Year","Week"
"Murder","12",2025,30
"Rape","38",2025,30
"Robbery","323",2025,30
"Fel. Assault","551",2025,30
"Burglary","209",2025,30
"Gr. Larceny","905",2025,30
"G.L.A.","300",2025,30
"Petit Larceny","2009",2025,30
"Misd. Assault","931",2025,30
