"Offense","n","Year","Week"
"Murder","4",2026,12
"Rape","43",2026,12
"Robbery","228",2026,12
"Fel. Assault","542",2026,12
"Burglary","182",2026,12
"Gr. Larceny","821",2026,12
"G.L.A.","227",2026,12
"Petit Larceny","2017",2026,12
"Misd. Assault","942",2026,12
