"Offense","n","Year","Week"
"Murder","9",2024,53
"Rape","35",2024,53
"Robbery","262",2024,53
"Fel. Assault","558",2024,53
"Burglary","214",2024,53
"Gr. Larceny","757",2024,53
"G.L.A.","240",2024,53
"Petit Larceny","1863",2024,53
"Misd. Assault","868",2024,53
