"Offense","n","Year","Week"
"Murder","3",2026,28
"Rape","41",2026,28
"Robbery","262",2026,28
"Fel. Assault","575",2026,28
"Burglary","213",2026,28
"Gr. Larceny","887",2026,28
"G.L.A.","262",2026,28
"Petit Larceny","2046",2026,28
"Misd. Assault","982",2026,28
