"Offense","n","Year","Week"
"Murder","2",2025,29
"Rape","42",2025,29
"Robbery","293",2025,29
"Fel. Assault","545",2025,29
"Burglary","242",2025,29
"Gr. Larceny","978",2025,29
"G.L.A.","330",2025,29
"Petit Larceny","2327",2025,29
"Misd. Assault","911",2025,29
