"Offense","n","Year","Week"
"Murder","3",2026,35
"Rape","38",2026,35
"Robbery","236",2026,35
"Fel. Assault","574",2026,35
"Burglary","195",2026,35
"Gr. Larceny","905",2026,35
"G.L.A.","233",2026,35
"Petit Larceny","2046",2026,35
"Misd. Assault","920",2026,35
