"Offense","n","Year","Week"
"Murder","2",2024,39
"Rape","34",2024,39
"Robbery","301",2024,39
"Fel. Assault","522",2024,39
"Burglary","238",2024,39
"Gr. Larceny","928",2024,39
"G.L.A.","311",2024,39
"Petit Larceny","2329",2024,39
"Misd. Assault","991",2024,39
