"Offense","n","Year","Week"
"Murder","7",2024,40
"Rape","36",2024,40
"Robbery","347",2024,40
"Fel. Assault","527",2024,40
"Burglary","255",2024,40
"Gr. Larceny","927",2024,40
"G.L.A.","306",2024,40
"Petit Larceny","2091",2024,40
"Misd. Assault","980",2024,40
