"Offense","n","Year","Week"
"Murder","1",2026,11
"Rape","36",2026,11
"Robbery","220",2026,11
"Fel. Assault","545",2026,11
"Burglary","184",2026,11
"Gr. Larceny","854",2026,11
"G.L.A.","239",2026,11
"Petit Larceny","1902",2026,11
"Misd. Assault","879",2026,11
