"Offense","n","Year","Week"
"Murder","2",2025,10
"Rape","34",2025,10
"Robbery","246",2025,10
"Fel. Assault","545",2025,10
"Burglary","219",2025,10
"Gr. Larceny","828",2025,10
"G.L.A.","241",2025,10
"Petit Larceny","1954",2025,10
"Misd. Assault","885",2025,10
