"Offense","n","Year","Week"
"Murder","2",2025,47
"Rape","35",2025,47
"Robbery","240",2025,47
"Fel. Assault","534",2025,47
"Burglary","173",2025,47
"Gr. Larceny","811",2025,47
"G.L.A.","235",2025,47
"Petit Larceny","1940",2025,47
"Misd. Assault","899",2025,47
