"Offense","n","Year","Week"
"Murder","2",2026,19
"Rape","41",2026,19
"Robbery","265",2026,19
"Fel. Assault","609",2026,19
"Burglary","206",2026,19
"Gr. Larceny","812",2026,19
"G.L.A.","234",2026,19
"Petit Larceny","2033",2026,19
"Misd. Assault","930",2026,19
