"Offense","n","Year","Week"
"Murder","4",2026,16
"Rape","35",2026,16
"Robbery","227",2026,16
"Fel. Assault","524",2026,16
"Burglary","197",2026,16
"Gr. Larceny","903",2026,16
"G.L.A.","213",2026,16
"Petit Larceny","1966",2026,16
"Misd. Assault","882",2026,16
