"Offense","n","Year","Week"
"Murder","4",2026,18
"Rape","40",2026,18
"Robbery","258",2026,18
"Fel. Assault","575",2026,18
"Burglary","183",2026,18
"Gr. Larceny","855",2026,18
"G.L.A.","235",2026,18
"Petit Larceny","1831",2026,18
"Misd. Assault","949",2026,18
