"Offense","n","Year","Week"
"Murder","11",2024,47
"Rape","37",2024,47
"Robbery","265",2024,47
"Fel. Assault","471",2024,47
"Burglary","259",2024,47
"Gr. Larceny","892",2024,47
"G.L.A.","279",2024,47
"Petit Larceny","2317",2024,47
"Misd. Assault","897",2024,47
