"Offense","n","Year","Week"
"Murder","4",2025,23
"Rape","36",2025,23
"Robbery","268",2025,23
"Fel. Assault","571",2025,23
"Burglary","185",2025,23
"Gr. Larceny","831",2025,23
"G.L.A.","281",2025,23
"Petit Larceny","1962",2025,23
"Misd. Assault","961",2025,23
