"Offense","n","Year","Week"
"Murder","5",2025,39
"Rape","47",2025,39
"Robbery","297",2025,39
"Fel. Assault","572",2025,39
"Burglary","205",2025,39
"Gr. Larceny","995",2025,39
"G.L.A.","250",2025,39
"Petit Larceny","2076",2025,39
"Misd. Assault","951",2025,39
