"Offense","n","Year","Week"
"Murder","3",2026,37
"Rape","37",2026,37
"Robbery","270",2026,37
"Fel. Assault","550",2026,37
"Burglary","212",2026,37
"Gr. Larceny","1017",2026,37
"G.L.A.","222",2026,37
"Petit Larceny","2225",2026,37
"Misd. Assault","1034",2026,37
