"Offense","n","Year","Week"
"Murder","6",2025,24
"Rape","43",2025,24
"Robbery","311",2025,24
"Fel. Assault","564",2025,24
"Burglary","234",2025,24
"Gr. Larceny","918",2025,24
"G.L.A.","263",2025,24
"Petit Larceny","1981",2025,24
"Misd. Assault","955",2025,24
