"Offense","n","Year","Week"
"Murder","2",2026,34
"Rape","39",2026,34
"Robbery","290",2026,34
"Fel. Assault","573",2026,34
"Burglary","190",2026,34
"Gr. Larceny","954",2026,34
"G.L.A.","279",2026,34
"Petit Larceny","2153",2026,34
"Misd. Assault","931",2026,34
