"Offense","n","Year","Week"
"Murder","3",2025,49
"Rape","40",2025,49
"Robbery","234",2025,49
"Fel. Assault","437",2025,49
"Burglary","208",2025,49
"Gr. Larceny","836",2025,49
"G.L.A.","255",2025,49
"Petit Larceny","2028",2025,49
"Misd. Assault","772",2025,49
