"Offense","n","Year","Week"
"Murder","5",2025,46
"Rape","35",2025,46
"Robbery","232",2025,46
"Fel. Assault","497",2025,46
"Burglary","241",2025,46
"Gr. Larceny","959",2025,46
"G.L.A.","216",2025,46
"Petit Larceny","2081",2025,46
"Misd. Assault","878",2025,46
