"Offense","n","Year","Week"
"Murder",6,2025,2
"Rape",28,2025,2
"Robbery",251,2025,2
"Fel. Assault",483,2025,2
"Burglary",286,2025,2
"Gr. Larceny",731,2025,2
"G.L.A.",192,2025,2
"Petit Larceny",1938,2025,2
"Misd. Assault",1066,2025,2
