"Offense","n","Year","Week"
"Murder","6",2025,18
"Rape","42",2025,18
"Robbery","334",2025,18
"Fel. Assault","560",2025,18
"Burglary","194",2025,18
"Gr. Larceny","940",2025,18
"G.L.A.","255",2025,18
"Petit Larceny","2009",2025,18
"Misd. Assault","921",2025,18
