"Offense","n","Year","Week"
"Murder","2",2026,31
"Rape","39",2026,31
"Robbery","269",2026,31
"Fel. Assault","591",2026,31
"Burglary","212",2026,31
"Gr. Larceny","967",2026,31
"G.L.A.","279",2026,31
"Petit Larceny","2208",2026,31
"Misd. Assault","969",2026,31
