"Offense","n","Year","Week"
"Murder","4",2024,50
"Rape","40",2024,50
"Robbery","241",2024,50
"Fel. Assault","486",2024,50
"Burglary","247",2024,50
"Gr. Larceny","803",2024,50
"G.L.A.","210",2024,50
"Petit Larceny","2200",2024,50
"Misd. Assault","792",2024,50
