"Offense","n","Year","Week"
"Murder","4",2025,51
"Rape","34",2025,51
"Robbery","210",2025,51
"Fel. Assault","454",2025,51
"Burglary","182",2025,51
"Gr. Larceny","668",2025,51
"G.L.A.","212",2025,51
"Petit Larceny","1769",2025,51
"Misd. Assault","833",2025,51
