"Offense","n","Year","Week"
"Murder","1",2024,48
"Rape","24",2024,48
"Robbery","269",2024,48
"Fel. Assault","470",2024,48
"Burglary","229",2024,48
"Gr. Larceny","765",2024,48
"G.L.A.","235",2024,48
"Petit Larceny","1987",2024,48
"Misd. Assault","906",2024,48
