"Offense","n","Year","Week"
"Murder","7",2024,44
"Rape","42",2024,44
"Robbery","350",2024,44
"Fel. Assault","538",2024,44
"Burglary","254",2024,44
"Gr. Larceny","938",2024,44
"G.L.A.","278",2024,44
"Petit Larceny","2165",2024,44
"Misd. Assault","1022",2024,44
