"Offense","n","Year","Week"
"Murder","8",2025,35
"Rape","44",2025,35
"Robbery","261",2025,35
"Fel. Assault","558",2025,35
"Burglary","236",2025,35
"Gr. Larceny","969",2025,35
"G.L.A.","261",2025,35
"Petit Larceny","1945",2025,35
"Misd. Assault","974",2025,35
