"Offense","n","Year","Week"
"Murder","4",2026,15
"Rape","51",2026,15
"Robbery","255",2026,15
"Fel. Assault","637",2026,15
"Burglary","197",2026,15
"Gr. Larceny","865",2026,15
"G.L.A.","251",2026,15
"Petit Larceny","1935",2026,15
"Misd. Assault","1006",2026,15
