"Offense","n","Year","Week"
"Murder","4",2025,52
"Rape","29",2025,52
"Robbery","218",2025,52
"Fel. Assault","545",2025,52
"Burglary","202",2025,52
"Gr. Larceny","774",2025,52
"G.L.A.","192",2025,52
"Petit Larceny","1793",2025,52
"Misd. Assault","855",2025,52
