"Offense","n","Year","Week"
"Murder","4",2026,9
"Rape","46",2026,9
"Robbery","196",2026,9
"Fel. Assault","451",2026,9
"Burglary","175",2026,9
"Gr. Larceny","845",2026,9
"G.L.A.","244",2026,9
"Petit Larceny","1892",2026,9
"Misd. Assault","876",2026,9
