"Year","Week","Offense","n","Date","Month","rollingavg","ytd","monthly_n"
2009,46,"Murder",10,2009-11-16,11,447,395,41
2009,46,"Petit Larceny",1609,2009-11-16,11,81027,71766,7798
2009,46,"Rape",16,2009-11-16,11,1221,1100,129
2009,46,"Robbery",430,2009-11-16,11,18972,16238,2008
2010,46,"Burglary",426,2010-11-15,11,19143,16530,1925
2010,46,"Fel. Assault",343,2010-11-15,11,16972,15282,1638
2010,46,"G.L.A.",218,2010-11-15,11,10380,9179,933
2010,46,"Gr. Larceny",844,2010-11-15,11,38011,33355,3973
2010,46,"Misd. Assault",1015,2010-11-15,11,52611,47423,4699
2010,46,"Murder",7,2010-11-15,11,533,475,47
2010,46,"Petit Larceny",1626,2010-11-15,11,81307,72600,7938
2010,46,"Rape",27,2010-11-15,11,1439,1307,142
2010,46,"Robbery",452,2010-11-15,11,19537,17244,2077
2011,46,"Burglary",390,2011-11-14,11,18412,16303,1602
2011,46,"Fel. Assault",343,2011-11-14,11,18354,16544,1342
2011,46,"G.L.A.",190,2011-11-14,11,9302,8214,719
2011,46,"Gr. Larceny",792,2011-11-14,11,38571,33968,3217
2011,46,"Misd. Assault",933,2011-11-14,11,50466,45339,3772
2011,46,"Murder",13,2011-11-14,11,498,444,36
2011,46,"Petit Larceny",1687,2011-11-14,11,80105,71445,6709
2011,46,"Rape",33,2011-11-14,11,1453,1326,113
2011,46,"Robbery",384,2011-11-14,11,19488,17186,1664
2012,46,"Burglary",374,2012-11-12,11,19360,16862,1542
2012,46,"Fel. Assault",328,2012-11-12,11,19436,17499,1310
2012,46,"G.L.A.",150,2012-11-12,11,8195,7139,581
2012,46,"Gr. Larceny",897,2012-11-12,11,42270,37439,3559
2012,46,"Misd. Assault",951,2012-11-12,11,54155,48763,3608
2012,46,"Murder",4,2012-11-12,11,423,373,20
2012,46,"Petit Larceny",1562,2012-11-12,11,83057,73517,5926
2012,46,"Rape",28,2012-11-12,11,1459,1328,104
2012,46,"Robbery",456,2012-11-12,11,20217,17683,1535
2013,46,"Burglary",339,2013-11-18,11,17567,15207,1331
2013,46,"Fel. Assault",388,2013-11-18,11,20058,18089,1522
2013,46,"G.L.A.",133,2013-11-18,11,7354,6465,579
2013,46,"Gr. Larceny",949,2013-11-18,11,45228,39891,3645
2013,46,"Misd. Assault",982,2013-11-18,11,53032,47535,4057
2013,46,"Murder",4,2013-11-18,11,331,290,26
2013,46,"Petit Larceny",1737,2013-11-18,11,84865,75578,6735
2013,46,"Rape",15,2013-11-18,11,1447,1307,83
2013,46,"Robbery",404,2013-11-18,11,19207,16851,1602
2014,46,"Burglary",313,2014-11-17,11,17019,14848,1311
2014,46,"Fel. Assault",328,2014-11-17,11,20458,18182,1492
2014,46,"G.L.A.",139,2014-11-17,11,7635,6760,586
2014,46,"Gr. Larceny",810,2014-11-17,11,44757,39204,3460
2014,46,"Misd. Assault",908,2014-11-17,11,54293,48395,3896
2014,46,"Murder",6,2014-11-17,11,325,293,22
2014,46,"Petit Larceny",1579,2014-11-17,11,85431,76007,6356
2014,46,"Rape",17,2014-11-17,11,1339,1214,103
2014,46,"Robbery",328,2014-11-17,11,16761,14536,1389
2015,46,"Burglary",318,2015-11-16,11,15225,13286,1578
2015,46,"Fel. Assault",337,2015-11-16,11,20191,18157,1900
2015,46,"G.L.A.",158,2015-11-16,11,7422,6538,715
2015,46,"Gr. Larceny",904,2015-11-16,11,43721,38668,4498
2015,46,"Misd. Assault",912,2015-11-16,11,51679,46371,4802
2015,46,"Murder",4,2015-11-16,11,360,312,27
2015,46,"Petit Larceny",1574,2015-11-16,11,80981,72043,7837
2015,46,"Rape",26,2015-11-16,11,1433,1289,151
2015,46,"Robbery",340,2015-11-16,11,16814,14819,1780
2016,46,"Burglary",243,2016-11-14,11,13200,11384,1016
2016,46,"Fel. Assault",372,2016-11-14,11,20878,18653,1466
2016,46,"G.L.A.",135,2016-11-14,11,6438,5678,498
2016,46,"Gr. Larceny",886,2016-11-14,11,44494,39013,3572
2016,46,"Misd. Assault",897,2016-11-14,11,52319,46583,3671
2016,46,"Murder",2,2016-11-14,11,330,293,21
2016,46,"Petit Larceny",1459,2016-11-14,11,81072,71608,6078
2016,46,"Rape",19,2016-11-14,11,1488,1315,91
2016,46,"Robbery",291,2016-11-14,11,15706,13608,1190
2017,46,"Burglary",227,2017-11-13,11,12204,10644,989
2017,46,"Fel. Assault",324,2017-11-13,11,20230,18100,1310
2017,46,"G.L.A.",104,2017-11-13,11,5651,5031,414
2017,46,"Gr. Larceny",882,2017-11-13,11,43394,38033,3443
2017,46,"Misd. Assault",964,2017-11-13,11,51300,45803,3799
2017,46,"Murder",2,2017-11-13,11,282,245,15
2017,46,"Petit Larceny",1613,2017-11-13,11,83020,73770,6446
2017,46,"Rape",27,2017-11-13,11,1470,1324,118
2017,46,"Robbery",270,2017-11-13,11,14088,12275,1140
2018,46,"Burglary",217,2018-11-12,11,11821,10352,890
2018,46,"Fel. Assault",328,2018-11-12,11,20180,18167,1386
2018,46,"G.L.A.",103,2018-11-12,11,5486,4868,390
2018,46,"Gr. Larceny",840,2018-11-12,11,43272,38192,3444
2018,46,"Misd. Assault",938,2018-11-12,11,52871,47364,3725
2018,46,"Murder",6,2018-11-12,11,305,273,13
2018,46,"Petit Larceny",1548,2018-11-12,11,85563,75934,6760
2018,46,"Rape",24,2018-11-12,11,1577,1415,115
2018,46,"Robbery",226,2018-11-12,11,13169,11478,985
2019,46,"Burglary",208,2019-11-18,11,10840,9466,858
2019,46,"Fel. Assault",362,2019-11-18,11,20763,18590,1566
2019,46,"G.L.A.",111,2019-11-18,11,5277,4751,442
2019,46,"Gr. Larceny",888,2019-11-18,11,43137,37879,3619
2019,46,"Misd. Assault",922,2019-11-18,11,52432,46843,3829
2019,46,"Murder",6,2019-11-18,11,307,276,24
2019,46,"Petit Larceny",1664,2019-11-18,11,87992,77882,6860
2019,46,"Rape",24,2019-11-18,11,1630,1456,112
2019,46,"Robbery",287,2019-11-18,11,13198,11755,1142
2020,46,"Burglary",339,2020-11-16,11,15047,13663,1601
2020,46,"Fel. Assault",353,2020-11-16,11,20748,18527,1947
2020,46,"G.L.A.",237,2020-11-16,11,8593,7964,1088
2020,46,"Gr. Larceny",744,2020-11-16,11,36637,31514,3764
2020,46,"Misd. Assault",747,2020-11-16,11,44197,38538,4092
2020,46,"Murder",6,2020-11-16,11,435,412,39
2020,46,"Petit Larceny",1675,2020-11-16,11,82957,72076,8307
2020,46,"Rape",20,2020-11-16,11,1281,1141,122
2020,46,"Robbery",243,2020-11-16,11,13172,11527,1351
2021,46,"Burglary",302,2021-11-15,11,12839,10944,1546
2021,46,"Fel. Assault",471,2021-11-15,11,22652,20455,2331
2021,46,"G.L.A.",236,2021-11-15,11,10070,8997,1154
2021,46,"Gr. Larceny",1297,2021-11-15,11,38477,34489,6353
2021,46,"Misd. Assault",1032,2021-11-15,11,47114,42474,5041
2021,46,"Murder",5,2021-11-15,11,456,416,35
2021,46,"Petit Larceny",2074,2021-11-15,11,85220,75323,10109
2021,46,"Rape",23,2021-11-15,11,1275,1143,129
2021,46,"Robbery",335,2021-11-15,11,13507,11931,1703
2022,46,"Burglary",283,2022-11-14,11,15898,14007,1183
2022,46,"Fel. Assault",469,2022-11-14,11,25955,23390,1866
2022,46,"G.L.A.",250,2022-11-14,11,13411,12013,1080
2022,46,"Gr. Larceny",960,2022-11-14,11,52771,45235,3890
2022,46,"Misd. Assault",939,2022-11-14,11,54898,49155,3929
2022,46,"Murder",9,2022-11-14,11,441,382,27
2022,46,"Petit Larceny",2326,2022-11-14,11,114682,102937,9051
2022,46,"Rape",20,2022-11-14,11,1352,1219,89
2022,46,"Robbery",331,2022-11-14,11,17456,15576,1385
2023,46,"Burglary",258,2023-11-13,11,13886,12124,1016
2023,46,"Fel. Assault",492,2023-11-13,11,27479,24755,1975
2023,46,"G.L.A.",311,2023-11-13,11,15722,13992,1118
2023,46,"Gr. Larceny",837,2023-11-13,11,48648,42980,3412
2023,46,"Misd. Assault",1172,2023-11-13,11,56993,51391,4328
2023,46,"Murder",8,2023-11-13,11,379,323,29
2023,46,"Petit Larceny",1997,2023-11-13,11,108977,96271,7977
2023,46,"Rape",10,2023-11-13,11,1103,985,70
2023,46,"Robbery",337,2023-11-13,11,16602,14797,1296
2024,46,"Burglary",228,2024-11-11,11,12559,11107,947
2024,46,"Fel. Assault",503,2024-11-11,11,28450,25638,1935
2024,46,"G.L.A.",298,2024-11-11,11,14286,12681,1080
2024,46,"Gr. Larceny",840,2024-11-11,11,45332,40447,3437
2024,46,"Misd. Assault",817,2024-11-11,11,59272,52850,3530
2024,46,"Murder",3,2024-11-11,11,319,280,22
2024,46,"Petit Larceny",2226,2024-11-11,11,105558,94319,8784
2024,46,"Rape",36,2024-11-11,11,1296,1182,137
2024,46,"Robbery",305,2024-11-11,11,16746,14731,1141
2025,46,"Murder",5,2025-11-17,11,254,211,14
2025,46,"Rape",35,2025-11-17,11,1932,1661,148
2025,46,"Robbery",232,2025-11-17,11,14526,12360,1035
2025,46,"Fel. Assault",497,2025-11-17,11,27333,23405,2085
2025,46,"Burglary",241,2025-11-17,11,11480,9670,870
2025,46,"Gr. Larceny",959,2025-11-17,11,46019,39501,3598
2025,46,"G.L.A.",216,2025-11-17,11,13627,11690,964
2025,46,"Petit Larceny",2081,2025-11-17,11,107096,90277,8158
2025,46,"Misd. Assault",878,2025-11-17,11,46538,39731,3426
2006,47,"Burglary",437,2006-11-20,11,NA,20646,1840
2006,47,"Fel. Assault",300,2006-11-20,11,NA,15548,1178
2006,47,"G.L.A.",293,2006-11-20,11,NA,14431,1166
2006,47,"Gr. Larceny",838,2006-11-20,11,NA,41326,3817
2006,47,"Misd. Assault",891,2006-11-20,11,NA,47144,3543
2006,47,"Murder",12,2006-11-20,11,NA,501,49
2006,47,"Petit Larceny",1450,2006-11-20,11,NA,72242,6141
2006,47,"Rape",25,2006-11-20,11,NA,1387,117
2006,47,"Robbery",434,2006-11-20,11,NA,20438,1871
2007,47,"Burglary",459,2007-11-19,11,21743,19425,1692
2007,47,"Fel. Assault",291,2007-11-19,11,17203,15787,1171
2007,47,"G.L.A.",253,2007-11-19,11,13214,11806,999
2007,47,"Gr. Larceny",818,2007-11-19,11,44475,39732,3563
2007,47,"Misd. Assault",877,2007-11-19,11,50993,46725,3599
2007,47,"Murder",6,2007-11-19,11,497,432,40
2007,47,"Petit Larceny",1467,2007-11-19,11,79649,71969,6055
2007,47,"Rape",17,2007-11-19,11,1326,1182,76
2007,47,"Robbery",392,2007-11-19,11,21455,19032,1787
2008,47,"Burglary",468,2008-11-24,11,20674,18525,1782
2008,47,"Fel. Assault",255,2008-11-24,11,16314,14827,1222
2008,47,"G.L.A.",233,2008-11-24,11,12561,11274,958
2008,47,"Gr. Larceny",881,2008-11-24,11,43981,39282,3474
2008,47,"Misd. Assault",838,2008-11-24,11,50059,45848,3415
2008,47,"Murder",11,2008-11-24,11,522,468,34
2008,47,"Petit Larceny",1527,2008-11-24,11,82460,74882,6212
2008,47,"Rape",19,2008-11-24,11,1311,1194,83
2008,47,"Robbery",450,2008-11-24,11,22280,19977,1928
2009,47,"Burglary",484,2009-11-23,11,19297,17235,2194
2009,47,"Fel. Assault",313,2009-11-23,11,16727,15346,1626
2009,47,"G.L.A.",216,2009-11-23,11,10735,9602,1093
2009,47,"Gr. Larceny",788,2009-11-23,11,39273,35003,4019
2009,47,"Misd. Assault",961,2009-11-23,11,50027,45829,4570
2009,47,"Murder",10,2009-11-23,11,446,405,41
2009,47,"Petit Larceny",1513,2009-11-23,11,81013,73279,7798
2009,47,"Rape",27,2009-11-23,11,1229,1127,129
2009,47,"Robbery",412,2009-11-23,11,18934,16650,2008
2010,47,"Burglary",403,2010-11-22,11,19062,16933,1925
2010,47,"Fel. Assault",339,2010-11-22,11,16998,15621,1638
2010,47,"G.L.A.",176,2010-11-22,11,10340,9355,933
2010,47,"Gr. Larceny",732,2010-11-22,11,37955,34087,3973
2010,47,"Misd. Assault",937,2010-11-22,11,52587,48360,4699
2010,47,"Murder",11,2010-11-22,11,534,486,47
2010,47,"Petit Larceny",1503,2010-11-22,11,81297,74103,7938
2010,47,"Rape",31,2010-11-22,11,1443,1338,142
2010,47,"Robbery",393,2010-11-22,11,19518,17637,2077
2011,47,"Burglary",412,2011-11-21,11,18421,16715,1602
2011,47,"Fel. Assault",360,2011-11-21,11,18375,16904,1342
2011,47,"G.L.A.",174,2011-11-21,11,9300,8388,719
2011,47,"Gr. Larceny",822,2011-11-21,11,38661,34790,3217
2011,47,"Misd. Assault",963,2011-11-21,11,50492,46302,3772
2011,47,"Murder",10,2011-11-21,11,497,454,36
2011,47,"Petit Larceny",1660,2011-11-21,11,80262,73105,6709
2011,47,"Rape",20,2011-11-21,11,1442,1346,113
2011,47,"Robbery",423,2011-11-21,11,19518,17609,1664
2012,47,"Burglary",435,2012-11-19,11,19383,17297,1542
2012,47,"Fel. Assault",370,2012-11-19,11,19446,17869,1310
2012,47,"G.L.A.",164,2012-11-19,11,8185,7303,581
2012,47,"Gr. Larceny",818,2012-11-19,11,42266,38257,3559
2012,47,"Misd. Assault",917,2012-11-19,11,54109,49680,3608
2012,47,"Murder",5,2012-11-19,11,418,378,20
2012,47,"Petit Larceny",1457,2012-11-19,11,82854,74974,5926
2012,47,"Rape",20,2012-11-19,11,1459,1348,104
2012,47,"Robbery",361,2012-11-19,11,20155,18044,1535
2013,47,"Burglary",340,2013-11-25,11,17472,15547,1331
2013,47,"Fel. Assault",354,2013-11-25,11,20042,18443,1522
2013,47,"G.L.A.",148,2013-11-25,11,7338,6613,579
2013,47,"Gr. Larceny",871,2013-11-25,11,45281,40762,3645
2013,47,"Misd. Assault",968,2013-11-25,11,53083,48503,4057
2013,47,"Murder",7,2013-11-25,11,333,297,26
2013,47,"Petit Larceny",1642,2013-11-25,11,85050,77220,6735
2013,47,"Rape",13,2013-11-25,11,1440,1320,83
2013,47,"Robbery",380,2013-11-25,11,19226,17231,1602
2014,47,"Burglary",328,2014-11-24,11,17007,15176,1311
2014,47,"Fel. Assault",366,2014-11-24,11,20470,18548,1492
2014,47,"G.L.A.",163,2014-11-24,11,7650,6923,586
2014,47,"Gr. Larceny",844,2014-11-24,11,44730,40048,3460
2014,47,"Misd. Assault",951,2014-11-24,11,54276,49346,3896
2014,47,"Murder",5,2014-11-24,11,323,298,22
2014,47,"Petit Larceny",1563,2014-11-24,11,85352,77570,6356
2014,47,"Rape",28,2014-11-24,11,1354,1242,103
2014,47,"Robbery",333,2014-11-24,11,16714,14869,1389
2015,47,"Burglary",333,2015-11-23,11,15230,13619,1578
2015,47,"Fel. Assault",387,2015-11-23,11,20212,18544,1900
2015,47,"G.L.A.",150,2015-11-23,11,7409,6688,715
2015,47,"Gr. Larceny",881,2015-11-23,11,43758,39549,4498
2015,47,"Misd. Assault",921,2015-11-23,11,51649,47292,4802
2015,47,"Murder",6,2015-11-23,11,360,318,27
2015,47,"Petit Larceny",1571,2015-11-23,11,80989,73614,7837
2015,47,"Rape",25,2015-11-23,11,1430,1314,151
2015,47,"Robbery",330,2015-11-23,11,16811,15149,1780
2016,47,"Burglary",297,2016-11-21,11,13164,11681,1016
2016,47,"Fel. Assault",349,2016-11-21,11,20840,19002,1466
2016,47,"G.L.A.",123,2016-11-21,11,6411,5801,498
2016,47,"Gr. Larceny",843,2016-11-21,11,44456,39856,3572
2016,47,"Misd. Assault",981,2016-11-21,11,52379,47564,3671
2016,47,"Murder",6,2016-11-21,11,332,299,21
2016,47,"Petit Larceny",1433,2016-11-21,11,80934,73041,6078
2016,47,"Rape",24,2016-11-21,11,1487,1339,91
2016,47,"Robbery",269,2016-11-21,11,15645,13877,1190
2017,47,"Burglary",263,2017-11-20,11,12170,10907,989
2017,47,"Fel. Assault",327,2017-11-20,11,20208,18427,1310
2017,47,"G.L.A.",91,2017-11-20,11,5619,5122,414
2017,47,"Gr. Larceny",844,2017-11-20,11,43395,38877,3443
2017,47,"Misd. Assault",937,2017-11-20,11,51256,46740,3799
2017,47,"Murder",3,2017-11-20,11,279,248,15
2017,47,"Petit Larceny",1572,2017-11-20,11,83159,75342,6446
2017,47,"Rape",27,2017-11-20,11,1473,1351,118
2017,47,"Robbery",277,2017-11-20,11,14096,12552,1140
2018,47,"Burglary",209,2018-11-19,11,11767,10561,890
2018,47,"Fel. Assault",333,2018-11-19,11,20186,18500,1386
2018,47,"G.L.A.",83,2018-11-19,11,5478,4951,390
2018,47,"Gr. Larceny",816,2018-11-19,11,43244,39008,3444
2018,47,"Misd. Assault",903,2018-11-19,11,52837,48267,3725
2018,47,"Murder",5,2018-11-19,11,307,278,13
2018,47,"Petit Larceny",1628,2018-11-19,11,85619,77562,6760
2018,47,"Rape",33,2018-11-19,11,1583,1448,115
2018,47,"Robbery",225,2018-11-19,11,13117,11703,985
2019,47,"Burglary",227,2019-11-25,11,10858,9693,858
2019,47,"Fel. Assault",428,2019-11-25,11,20858,19018,1566
2019,47,"G.L.A.",103,2019-11-25,11,5297,4854,442
2019,47,"Gr. Larceny",864,2019-11-25,11,43185,38743,3619
2019,47,"Misd. Assault",987,2019-11-25,11,52516,47830,3829
2019,47,"Murder",7,2019-11-25,11,308,283,24
2019,47,"Petit Larceny",1812,2019-11-25,11,88176,79694,6860
2019,47,"Rape",26,2019-11-25,11,1623,1482,112
2019,47,"Robbery",280,2019-11-25,11,13253,12035,1142
2020,47,"Burglary",316,2020-11-23,11,15136,13979,1601
2020,47,"Fel. Assault",348,2020-11-23,11,20668,18875,1947
2020,47,"G.L.A.",193,2020-11-23,11,8683,8157,1088
2020,47,"Gr. Larceny",712,2020-11-23,11,36485,32226,3764
2020,47,"Misd. Assault",777,2020-11-23,11,43987,39315,4092
2020,47,"Murder",9,2020-11-23,11,437,421,39
2020,47,"Petit Larceny",1628,2020-11-23,11,82773,73704,8307
2020,47,"Rape",22,2020-11-23,11,1277,1163,122
2020,47,"Robbery",244,2020-11-23,11,13136,11771,1351
2021,47,"Burglary",359,2021-11-22,11,12882,11303,1546
2021,47,"Fel. Assault",450,2021-11-22,11,22754,20905,2331
2021,47,"G.L.A.",270,2021-11-22,11,10147,9267,1154
2021,47,"Gr. Larceny",1395,2021-11-22,11,39160,35884,6353
2021,47,"Misd. Assault",1013,2021-11-22,11,47350,43487,5041
2021,47,"Murder",6,2021-11-22,11,453,422,35
2021,47,"Petit Larceny",1877,2021-11-22,11,85469,77200,10109
2021,47,"Rape",19,2021-11-22,11,1272,1162,129
2021,47,"Robbery",328,2021-11-22,11,13591,12259,1703
2022,47,"Burglary",285,2022-11-21,11,15824,14292,1183
2022,47,"Fel. Assault",464,2022-11-21,11,25969,23854,1866
2022,47,"G.L.A.",267,2022-11-21,11,13408,12280,1080
2022,47,"Gr. Larceny",945,2022-11-21,11,52321,46180,3890
2022,47,"Misd. Assault",1005,2022-11-21,11,54890,50160,3929
2022,47,"Murder",7,2022-11-21,11,442,389,27
2022,47,"Petit Larceny",2143,2022-11-21,11,114948,105080,9051
2022,47,"Rape",14,2022-11-21,11,1347,1233,89
2022,47,"Robbery",339,2022-11-21,11,17467,15915,1385
2023,47,"Burglary",268,2023-11-20,11,13869,12392,1016
2023,47,"Fel. Assault",484,2023-11-20,11,27499,25239,1975
2023,47,"G.L.A.",252,2023-11-20,11,15707,14244,1118
2023,47,"Gr. Larceny",768,2023-11-20,11,48471,43748,3412
2023,47,"Misd. Assault",1132,2023-11-20,11,57120,52523,4328
2023,47,"Murder",7,2023-11-20,11,377,330,29
2023,47,"Petit Larceny",1854,2023-11-20,11,108688,98125,7977
2023,47,"Rape",23,2023-11-20,11,1112,1008,70
2023,47,"Robbery",311,2023-11-20,11,16574,15108,1296
2024,47,"Burglary",259,2024-11-18,11,12550,11366,947
2024,47,"Fel. Assault",471,2024-11-18,11,28437,26109,1935
2024,47,"G.L.A.",279,2024-11-18,11,14313,12960,1080
2024,47,"Gr. Larceny",892,2024-11-18,11,45456,41339,3437
2024,47,"Misd. Assault",897,2024-11-18,11,59037,53747,3530
2024,47,"Murder",11,2024-11-18,11,323,291,22
2024,47,"Petit Larceny",2317,2024-11-18,11,106021,96636,8784
2024,47,"Rape",37,2024-11-18,11,1310,1219,137
2024,47,"Robbery",265,2024-11-18,11,16700,14996,1141
2025,47,"Murder",2,2025-11-24,11,249,213,14
2025,47,"Rape",35,2025-11-24,11,1927,1696,148
2025,47,"Robbery",240,2025-11-24,11,14464,12600,1035
2025,47,"Fel. Assault",534,2025-11-24,11,27376,23939,2085
2025,47,"Burglary",173,2025-11-24,11,11422,9843,870
2025,47,"Gr. Larceny",811,2025-11-24,11,45890,40312,3598
2025,47,"G.L.A.",235,2025-11-24,11,13594,11925,964
2025,47,"Petit Larceny",1940,2025-11-24,11,106782,92217,8158
2025,47,"Misd. Assault",899,2025-11-24,11,46527,40630,3426
2006,48,"Burglary",489,2006-11-27,11,NA,21135,1840
2006,48,"Fel. Assault",275,2006-11-27,11,NA,15823,1178
2006,48,"G.L.A.",275,2006-11-27,11,NA,14706,1166
2006,48,"Gr. Larceny",1081,2006-11-27,11,NA,42407,3817
2006,48,"Misd. Assault",874,2006-11-27,11,NA,48018,3543
2006,48,"Murder",11,2006-11-27,11,NA,512,49
2006,48,"Petit Larceny",1615,2006-11-27,11,NA,73857,6141
2006,48,"Rape",47,2006-11-27,11,NA,1434,117
2006,48,"Robbery",527,2006-11-27,11,NA,20965,1871
2007,48,"Burglary",406,2007-11-26,11,21660,19831,1692
2007,48,"Fel. Assault",279,2007-11-26,11,17207,16066,1171
2007,48,"G.L.A.",234,2007-11-26,11,13173,12040,999
2007,48,"Gr. Larceny",953,2007-11-26,11,44347,40685,3563
2007,48,"Misd. Assault",896,2007-11-26,11,51015,47621,3599
2007,48,"Murder",11,2007-11-26,11,497,443,40
2007,48,"Petit Larceny",1507,2007-11-26,11,79541,73476,6055
2007,48,"Rape",24,2007-11-26,11,1303,1206,76
2007,48,"Robbery",463,2007-11-26,11,21391,19495,1787
2008,48,"Burglary",384,2008-12-01,12,20652,18909,2062
2008,48,"Fel. Assault",257,2008-12-01,12,16292,15084,1381
2008,48,"G.L.A.",228,2008-12-01,12,12555,11502,1133
2008,48,"Gr. Larceny",881,2008-12-01,12,43909,40163,4270
2008,48,"Misd. Assault",907,2008-12-01,12,50070,46755,4198
2008,48,"Murder",9,2008-12-01,12,520,477,41
2008,48,"Petit Larceny",1547,2008-12-01,12,82500,76429,7734
2008,48,"Rape",39,2008-12-01,12,1326,1233,102
2008,48,"Robbery",438,2008-12-01,12,22255,20415,2284
2009,48,"Burglary",402,2009-11-30,11,19315,17637,2194
2009,48,"Fel. Assault",324,2009-11-30,11,16794,15670,1626
2009,48,"G.L.A.",185,2009-11-30,11,10692,9787,1093
2009,48,"Gr. Larceny",782,2009-11-30,11,39174,35785,4019
2009,48,"Misd. Assault",842,2009-11-30,11,49962,46671,4570
2009,48,"Murder",10,2009-11-30,11,447,415,41
2009,48,"Petit Larceny",1447,2009-11-30,11,80913,74726,7798
2009,48,"Rape",24,2009-11-30,11,1214,1151,129
2009,48,"Robbery",355,2009-11-30,11,18851,17005,2008
2010,48,"Burglary",365,2010-11-29,11,19025,17298,1925
2010,48,"Fel. Assault",331,2010-11-29,11,17005,15952,1638
2010,48,"G.L.A.",176,2010-11-29,11,10331,9531,933
2010,48,"Gr. Larceny",818,2010-11-29,11,37991,34905,3973
2010,48,"Misd. Assault",844,2010-11-29,11,52589,49204,4699
2010,48,"Murder",11,2010-11-29,11,535,497,47
2010,48,"Petit Larceny",1743,2010-11-29,11,81593,75846,7938
2010,48,"Rape",21,2010-11-29,11,1440,1359,142
2010,48,"Robbery",393,2010-11-29,11,19556,18030,2077
2011,48,"Burglary",449,2011-11-28,11,18505,17164,1602
2011,48,"Fel. Assault",330,2011-11-28,11,18374,17234,1342
2011,48,"G.L.A.",176,2011-11-28,11,9300,8564,719
2011,48,"Gr. Larceny",810,2011-11-28,11,38653,35600,3217
2011,48,"Misd. Assault",958,2011-11-28,11,50606,47260,3772
2011,48,"Murder",6,2011-11-28,11,492,460,36
2011,48,"Petit Larceny",1685,2011-11-28,11,80204,74790,6709
2011,48,"Rape",33,2011-11-28,11,1454,1379,113
2011,48,"Robbery",463,2011-11-28,11,19588,18072,1664
2012,48,"Burglary",389,2012-11-26,11,19323,17686,1542
2012,48,"Fel. Assault",290,2012-11-26,11,19406,18159,1310
2012,48,"G.L.A.",139,2012-11-26,11,8148,7442,581
2012,48,"Gr. Larceny",998,2012-11-26,11,42454,39255,3559
2012,48,"Misd. Assault",927,2012-11-26,11,54078,50607,3608
2012,48,"Murder",6,2012-11-26,11,418,384,20
2012,48,"Petit Larceny",1606,2012-11-26,11,82775,76580,5926
2012,48,"Rape",35,2012-11-26,11,1461,1383,104
2012,48,"Robbery",376,2012-11-26,11,20068,18420,1535
2013,48,"Burglary",350,2013-12-02,12,17433,15897,1831
2013,48,"Fel. Assault",410,2013-12-02,12,20162,18853,1922
2013,48,"G.L.A.",142,2013-12-02,12,7341,6755,727
2013,48,"Gr. Larceny",917,2013-12-02,12,45200,41679,4682
2013,48,"Misd. Assault",1010,2013-12-02,12,53166,49513,4930
2013,48,"Murder",7,2013-12-02,12,334,304,25
2013,48,"Petit Larceny",1514,2013-12-02,12,84958,78734,7782
2013,48,"Rape",22,2013-12-02,12,1427,1342,112
2013,48,"Robbery",372,2013-12-02,12,19222,17603,1845
2014,48,"Burglary",307,2014-12-01,12,16964,15483,1611
2014,48,"Fel. Assault",346,2014-12-01,12,20406,18894,1668
2014,48,"G.L.A.",108,2014-12-01,12,7616,7031,721
2014,48,"Gr. Larceny",869,2014-12-01,12,44682,40917,4209
2014,48,"Misd. Assault",897,2014-12-01,12,54163,50243,4357
2014,48,"Murder",8,2014-12-01,12,324,306,37
2014,48,"Petit Larceny",1497,2014-12-01,12,85335,79067,7375
2014,48,"Rape",29,2014-12-01,12,1361,1271,116
2014,48,"Robbery",286,2014-12-01,12,16628,15155,1662
2015,48,"Burglary",299,2015-11-30,11,15222,13918,1578
2015,48,"Fel. Assault",345,2015-11-30,11,20211,18889,1900
2015,48,"G.L.A.",129,2015-11-30,11,7430,6817,715
2015,48,"Gr. Larceny",877,2015-11-30,11,43766,40426,4498
2015,48,"Misd. Assault",951,2015-11-30,11,51703,48243,4802
2015,48,"Murder",5,2015-11-30,11,360,323,27
2015,48,"Petit Larceny",1511,2015-11-30,11,81003,75125,7837
2015,48,"Rape",45,2015-11-30,11,1446,1359,151
2015,48,"Robbery",343,2015-11-30,11,16868,15492,1780
2016,48,"Burglary",236,2016-11-28,11,13101,11917,1016
2016,48,"Fel. Assault",356,2016-11-28,11,20851,19358,1466
2016,48,"G.L.A.",125,2016-11-28,11,6407,5926,498
2016,48,"Gr. Larceny",962,2016-11-28,11,44541,40818,3572
2016,48,"Misd. Assault",876,2016-11-28,11,52304,48440,3671
2016,48,"Murder",10,2016-11-28,11,336,309,21
2016,48,"Petit Larceny",1626,2016-11-28,11,81049,74667,6078
2016,48,"Rape",25,2016-11-28,11,1467,1364,91
2016,48,"Robbery",330,2016-11-28,11,15632,14207,1190
2017,48,"Burglary",245,2017-11-27,11,12179,11152,989
2017,48,"Fel. Assault",341,2017-11-27,11,20193,18768,1310
2017,48,"G.L.A.",103,2017-11-27,11,5597,5225,414
2017,48,"Gr. Larceny",915,2017-11-27,11,43348,39792,3443
2017,48,"Misd. Assault",944,2017-11-27,11,51324,47684,3799
2017,48,"Murder",5,2017-11-27,11,274,253,15
2017,48,"Petit Larceny",1759,2017-11-27,11,83292,77101,6446
2017,48,"Rape",38,2017-11-27,11,1486,1389,118
2017,48,"Robbery",317,2017-11-27,11,14083,12869,1140
