"Year","Week","Offense","n","Date","Month","rollingavg","ytd","monthly_n"
2026,9,"Robbery",196,2026-03-02,3,14104,1976,1089
2026,9,"Fel. Assault",451,2026-03-02,3,27410,4118,2621
2026,9,"Burglary",175,2026-03-02,3,11005,1672,911
2026,9,"Gr. Larceny",845,2026-03-02,3,46072,6990,4200
2026,9,"G.L.A.",244,2026-03-02,3,13402,1843,1202
2026,9,"Petit Larceny",1892,2026-03-02,3,103986,15958,9519
2026,9,"Misd. Assault",876,2026-03-02,3,46493,7057,4590
2006,10,"Burglary",435,2006-03-06,3,NA,4242,1735
2006,10,"Fel. Assault",296,2006-03-06,3,NA,2758,1219
2006,10,"G.L.A.",292,2006-03-06,3,NA,2925,1163
2006,10,"Gr. Larceny",757,2006-03-06,3,NA,8060,3262
2006,10,"Misd. Assault",1052,2006-03-06,3,NA,9258,4137
2006,10,"Murder",8,2006-03-06,3,NA,100,30
2006,10,"Petit Larceny",1469,2006-03-06,3,NA,14174,5765
2006,10,"Rape",22,2006-03-06,3,NA,359,116
2006,10,"Robbery",432,2006-03-06,3,NA,4116,1609
2007,10,"Burglary",367,2007-03-05,3,22525,3803,1437
2007,10,"Fel. Assault",280,2007-03-05,3,16896,2690,1255
2007,10,"G.L.A.",217,2007-03-05,3,15216,2302,863
2007,10,"Gr. Larceny",726,2007-03-05,3,45775,7766,3086
2007,10,"Misd. Assault",924,2007-03-05,3,51106,8952,3935
2007,10,"Murder",7,2007-03-05,3,524,58,27
2007,10,"Petit Larceny",1311,2007-03-05,3,79698,13950,5510
2007,10,"Rape",18,2007-03-05,3,1429,257,103
2007,10,"Robbery",313,2007-03-05,3,22288,3543,1339
2008,10,"Burglary",304,2008-03-10,3,21420,3649,1636
2008,10,"Fel. Assault",283,2008-03-10,3,17344,2760,1450
2008,10,"G.L.A.",226,2008-03-10,3,12969,2178,1035
2008,10,"Gr. Larceny",737,2008-03-10,3,44467,7802,3762
2008,10,"Misd. Assault",902,2008-03-10,3,51042,9058,4780
2008,10,"Murder",11,2008-03-10,3,512,84,50
2008,10,"Petit Larceny",1492,2008-03-10,3,80252,14655,7242
2008,10,"Rape",30,2008-03-10,3,1347,305,122
2008,10,"Robbery",339,2008-03-10,3,21651,3859,1809
2009,10,"Burglary",298,2009-03-09,3,20175,3237,1493
2009,10,"Fel. Assault",318,2009-03-09,3,16138,2690,1511
2009,10,"G.L.A.",210,2009-03-09,3,12149,1920,866
2009,10,"Gr. Larceny",730,2009-03-09,3,42497,6747,3495
2009,10,"Misd. Assault",1042,2009-03-09,3,49876,8888,4826
2009,10,"Murder",7,2009-03-09,3,491,66,31
2009,10,"Petit Larceny",1426,2009-03-09,3,81890,13929,7317
2009,10,"Rape",18,2009-03-09,3,1233,242,104
2009,10,"Robbery",332,2009-03-09,3,21760,3358,1655
2010,10,"Burglary",330,2010-03-08,3,19557,3430,1544
2010,10,"Fel. Assault",362,2010-03-08,3,16933,2900,1573
2010,10,"G.L.A.",176,2010-03-08,3,10422,1755,914
2010,10,"Gr. Larceny",611,2010-03-08,3,38476,6352,3272
2010,10,"Misd. Assault",1133,2010-03-08,3,50355,9187,4992
2010,10,"Murder",9,2010-03-08,3,468,81,50
2010,10,"Petit Larceny",1414,2010-03-08,3,80263,13719,6969
2010,10,"Rape",19,2010-03-08,3,1273,283,130
2010,10,"Robbery",332,2010-03-08,3,18561,3388,1643
2011,10,"Burglary",319,2011-03-07,3,18347,3138,1232
2011,10,"Fel. Assault",303,2011-03-07,3,17328,3136,1308
2011,10,"G.L.A.",204,2011-03-07,3,10214,1702,693
2011,10,"Gr. Larceny",625,2011-03-07,3,37899,6293,2732
2011,10,"Misd. Assault",969,2011-03-07,3,52455,9092,3919
2011,10,"Murder",7,2011-03-07,3,510,62,36
2011,10,"Petit Larceny",1443,2011-03-07,3,80827,13286,5760
2011,10,"Rape",21,2011-03-07,3,1464,313,106
2011,10,"Robbery",304,2011-03-07,3,19398,3240,1277
2012,10,"Burglary",313,2012-03-05,3,19054,3391,1253
2012,10,"Fel. Assault",321,2012-03-05,3,18495,3150,1445
2012,10,"G.L.A.",123,2012-03-05,3,8913,1345,513
2012,10,"Gr. Larceny",701,2012-03-05,3,39821,7315,2873
2012,10,"Misd. Assault",1079,2012-03-05,3,51409,9770,4382
2012,10,"Murder",8,2012-03-05,3,502,70,31
2012,10,"Petit Larceny",1419,2012-03-05,3,82321,14622,6077
2012,10,"Rape",20,2012-03-05,3,1419,275,93
2012,10,"Robbery",316,2012-03-05,3,20031,3551,1335
2013,10,"Burglary",298,2013-03-11,3,18948,3117,1149
2013,10,"Fel. Assault",339,2013-03-11,3,19623,3305,1337
2013,10,"G.L.A.",108,2013-03-11,3,7808,1125,458
2013,10,"Gr. Larceny",738,2013-03-11,3,43122,7661,3052
2013,10,"Misd. Assault",886,2013-03-11,3,53697,9207,3703
2013,10,"Murder",4,2013-03-11,3,402,58,19
2013,10,"Petit Larceny",1435,2013-03-11,3,82205,14023,5776
2013,10,"Rape",30,2013-03-11,3,1487,294,116
2013,10,"Robbery",280,2013-03-11,3,19805,3317,1182
2014,10,"Burglary",283,2014-03-10,3,17378,3117,1437
2014,10,"Fel. Assault",371,2014-03-10,3,20593,3533,1807
2014,10,"G.L.A.",126,2014-03-10,3,7489,1274,601
2014,10,"Gr. Larceny",772,2014-03-10,3,45400,7617,3863
2014,10,"Misd. Assault",1000,2014-03-10,3,53633,9407,4995
2014,10,"Murder",3,2014-03-10,3,316,52,27
2014,10,"Petit Larceny",1428,2014-03-10,3,85150,14171,7333
2014,10,"Rape",19,2014-03-10,3,1376,238,117
2014,10,"Robbery",275,2014-03-10,3,18878,3119,1331
2015,10,"Burglary",237,2015-03-09,3,16234,2564,1232
2015,10,"Fel. Assault",368,2015-03-09,3,19887,3204,1791
2015,10,"G.L.A.",130,2015-03-09,3,7531,1161,559
2015,10,"Gr. Larceny",661,2015-03-09,3,43809,7169,3728
2015,10,"Misd. Assault",970,2015-03-09,3,53076,8780,4727
2015,10,"Murder",4,2015-03-09,3,348,62,27
2015,10,"Petit Larceny",1332,2015-03-09,3,83532,12758,7054
2015,10,"Rape",23,2015-03-09,3,1382,262,129
2015,10,"Robbery",273,2015-03-09,3,16327,2915,1331
2016,10,"Burglary",233,2016-03-07,3,14932,2394,937
2016,10,"Fel. Assault",372,2016-03-07,3,20724,3546,1493
2016,10,"G.L.A.",83,2016-03-07,3,7155,1018,371
2016,10,"Gr. Larceny",770,2016-03-07,3,44714,7734,3156
2016,10,"Misd. Assault",1004,2016-03-07,3,52418,9091,4047
2016,10,"Murder",11,2016-03-07,3,337,50,25
2016,10,"Petit Larceny",1446,2016-03-07,3,82660,13911,5775
2016,10,"Rape",19,2016-03-07,3,1458,258,89
2016,10,"Robbery",263,2016-03-07,3,16823,2821,1045
2017,10,"Burglary",190,2017-03-06,3,12820,2270,849
2017,10,"Fel. Assault",349,2017-03-06,3,20825,3588,1406
2017,10,"G.L.A.",102,2017-03-06,3,6268,988,347
2017,10,"Gr. Larceny",731,2017-03-06,3,44351,7711,2998
2017,10,"Misd. Assault",903,2017-03-06,3,52187,9198,3511
2017,10,"Murder",2,2017-03-06,3,321,41,18
2017,10,"Petit Larceny",1350,2017-03-06,3,81147,14200,5304
2017,10,"Rape",23,2017-03-06,3,1454,251,95
2017,10,"Robbery",221,2017-03-06,3,15171,2571,906
2018,10,"Burglary",189,2018-03-05,3,11995,2152,774
2018,10,"Fel. Assault",327,2018-03-05,3,19997,3472,1456
2018,10,"G.L.A.",73,2018-03-05,3,5509,848,345
2018,10,"Gr. Larceny",726,2018-03-05,3,43024,7622,2943
2018,10,"Misd. Assault",971,2018-03-05,3,51576,9464,3991
2018,10,"Murder",10,2018-03-05,3,283,47,24
2018,10,"Petit Larceny",1390,2018-03-05,3,84145,14946,5971
2018,10,"Rape",27,2018-03-05,3,1513,278,103
2018,10,"Robbery",205,2018-03-05,3,13798,2403,865
2019,10,"Burglary",182,2019-03-11,3,11494,1920,661
2019,10,"Fel. Assault",367,2019-03-11,3,20198,3330,1462
2019,10,"G.L.A.",59,2019-03-11,3,5266,720,270
2019,10,"Gr. Larceny",707,2019-03-11,3,43024,7196,2840
2019,10,"Misd. Assault",873,2019-03-11,3,52453,8964,3690
2019,10,"Murder",2,2019-03-11,3,310,49,14
2019,10,"Petit Larceny",1424,2019-03-11,3,85839,14741,5833
2019,10,"Rape",22,2019-03-11,3,1608,297,123
2019,10,"Robbery",192,2019-03-11,3,12639,2121,795
2020,10,"Burglary",246,2020-03-09,3,11462,2532,1205
2020,10,"Fel. Assault",419,2020-03-09,3,21243,3762,1806
2020,10,"G.L.A.",110,2020-03-09,3,5877,1217,593
2020,10,"Gr. Larceny",779,2020-03-09,3,44048,8242,3154
2020,10,"Misd. Assault",941,2020-03-09,3,52924,9386,4141
2020,10,"Murder",4,2020-03-09,3,303,53,20
2020,10,"Petit Larceny",1641,2020-03-09,3,91273,17251,7329
2020,10,"Rape",19,2020-03-09,3,1576,277,108
2020,10,"Robbery",255,2020-03-09,3,14159,2880,1108
2021,10,"Burglary",197,2021-03-08,3,15273,2247,1066
2021,10,"Fel. Assault",379,2021-03-08,3,20464,3502,1901
2021,10,"G.L.A.",133,2021-03-08,3,9168,1348,722
2021,10,"Gr. Larceny",569,2021-03-08,3,32965,5705,3141
2021,10,"Misd. Assault",749,2021-03-08,3,41061,7269,4132
2021,10,"Murder",15,2021-03-08,3,475,76,40
2021,10,"Petit Larceny",1415,2021-03-08,3,79138,14416,7091
2021,10,"Rape",13,2021-03-08,3,1209,213,128
2021,10,"Robbery",192,2021-03-08,3,12272,2049,969
2022,10,"Burglary",312,2022-03-07,3,13479,2891,1214
2022,10,"Fel. Assault",448,2022-03-07,3,23796,4278,1859
2022,10,"G.L.A.",239,2022-03-07,3,11661,2614,952
2022,10,"Gr. Larceny",870,2022-03-07,3,45125,8805,3558
2022,10,"Misd. Assault",1090,2022-03-07,3,50487,9539,4279
2022,10,"Murder",10,2022-03-07,3,472,73,33
2022,10,"Petit Larceny",2064,2022-03-07,3,92278,19626,8593
2022,10,"Rape",27,2022-03-07,3,1328,265,93
2022,10,"Robbery",283,2022-03-07,3,14770,3008,1153
2023,10,"Burglary",291,2023-03-06,3,15695,2817,1093
2023,10,"Fel. Assault",494,2023-03-06,3,26588,4752,1989
2023,10,"G.L.A.",253,2023-03-06,3,13838,2709,1029
2023,10,"Gr. Larceny",872,2023-03-06,3,51047,8949,3624
2023,10,"Misd. Assault",1010,2023-03-06,3,55298,10080,4237
2023,10,"Murder",6,2023-03-06,3,424,68,29
2023,10,"Petit Larceny",2019,2023-03-06,3,116320,20303,7812
2023,10,"Rape",21,2023-03-06,3,1318,246,83
2023,10,"Robbery",255,2023-03-06,3,17312,2939,1137
2024,10,"Burglary",233,2024-03-04,3,13210,2451,932
2024,10,"Fel. Assault",487,2024-03-04,3,27703,4888,2090
2024,10,"G.L.A.",224,2024-03-04,3,15274,2386,965
2024,10,"Gr. Larceny",884,2024-03-04,3,47742,8826,3441
2024,10,"Misd. Assault",1122,2024-03-04,3,58484,10751,4479
2024,10,"Murder",4,2024-03-04,3,347,47,29
2024,10,"Petit Larceny",1990,2024-03-04,3,107152,19945,8000
2024,10,"Rape",24,2024-03-04,3,1090,237,91
2024,10,"Robbery",276,2024-03-04,3,16945,3072,1171
2025,10,"Burglary",219,2025-03-10,3,12248,2008,1120
2025,10,"Fel. Assault",545,2025-03-10,3,28306,4135,2607
2025,10,"G.L.A.",241,2025-03-10,3,13779,1889,1174
2025,10,"Gr. Larceny",828,2025-03-10,3,44262,7019,4269
2025,10,"Misd. Assault",885,2025-03-10,3,55343,7042,4509
2025,10,"Murder",2,2025-03-10,3,307,37,18
2025,10,"Petit Larceny",1954,2025-03-10,3,106442,17739,10301
2025,10,"Rape",34,2025-03-10,3,1467,303,179
2025,10,"Robbery",246,2025-03-10,3,15553,2059,1220
2026,10,"Murder",6,2026-03-09,3,224,32,22
2026,10,"Rape",41,2026-03-09,3,2011,406,206
2026,10,"Robbery",223,2026-03-09,3,14128,2199,1089
2026,10,"Fel. Assault",522,2026-03-09,3,27447,4640,2621
2026,10,"Burglary",207,2026-03-09,3,11001,1879,911
2026,10,"Gr. Larceny",845,2026-03-09,3,46041,7835,4200
2026,10,"G.L.A.",251,2026-03-09,3,13469,2094,1202
2026,10,"Petit Larceny",1916,2026-03-09,3,103966,17874,9519
2026,10,"Misd. Assault",946,2026-03-09,3,46553,8003,4590
2006,11,"Burglary",445,2006-03-13,3,NA,4687,1735
2006,11,"Fel. Assault",304,2006-03-13,3,NA,3062,1219
2006,11,"G.L.A.",269,2006-03-13,3,NA,3194,1163
2006,11,"Gr. Larceny",848,2006-03-13,3,NA,8908,3262
2006,11,"Misd. Assault",1027,2006-03-13,3,NA,10285,4137
2006,11,"Murder",4,2006-03-13,3,NA,104,30
2006,11,"Petit Larceny",1349,2006-03-13,3,NA,15523,5765
2006,11,"Rape",22,2006-03-13,3,NA,381,116
2006,11,"Robbery",410,2006-03-13,3,NA,4526,1609
2007,11,"Burglary",316,2007-03-12,3,22396,4119,1437
2007,11,"Fel. Assault",313,2007-03-12,3,16905,3003,1255
2007,11,"G.L.A.",205,2007-03-12,3,15152,2507,863
2007,11,"Gr. Larceny",743,2007-03-12,3,45670,8509,3086
2007,11,"Misd. Assault",980,2007-03-12,3,51059,9932,3935
2007,11,"Murder",9,2007-03-12,3,529,67,27
2007,11,"Petit Larceny",1287,2007-03-12,3,79636,15237,5510
2007,11,"Rape",20,2007-03-12,3,1427,277,103
2007,11,"Robbery",302,2007-03-12,3,22180,3845,1339
2008,11,"Burglary",333,2008-03-17,3,21437,3982,1636
2008,11,"Fel. Assault",308,2008-03-17,3,17339,3068,1450
2008,11,"G.L.A.",208,2008-03-17,3,12972,2386,1035
2008,11,"Gr. Larceny",758,2008-03-17,3,44482,8560,3762
2008,11,"Misd. Assault",988,2008-03-17,3,51050,10046,4780
2008,11,"Murder",13,2008-03-17,3,516,97,50
2008,11,"Petit Larceny",1428,2008-03-17,3,80393,16083,7242
2008,11,"Rape",22,2008-03-17,3,1349,327,122
2008,11,"Robbery",364,2008-03-17,3,21713,4223,1809
2009,11,"Burglary",307,2009-03-16,3,20149,3544,1493
2009,11,"Fel. Assault",294,2009-03-16,3,16124,2984,1511
2009,11,"G.L.A.",149,2009-03-16,3,12090,2069,866
2009,11,"Gr. Larceny",662,2009-03-16,3,42401,7409,3495
2009,11,"Misd. Assault",962,2009-03-16,3,49850,9850,4826
2009,11,"Murder",5,2009-03-16,3,483,71,31
2009,11,"Petit Larceny",1484,2009-03-16,3,81946,15413,7317
2009,11,"Rape",17,2009-03-16,3,1228,259,104
2009,11,"Robbery",327,2009-03-16,3,21723,3685,1655
2010,11,"Burglary",326,2010-03-15,3,19576,3756,1544
2010,11,"Fel. Assault",312,2010-03-15,3,16951,3212,1573
2010,11,"G.L.A.",182,2010-03-15,3,10455,1937,914
2010,11,"Gr. Larceny",647,2010-03-15,3,38461,6999,3272
2010,11,"Misd. Assault",1013,2010-03-15,3,50406,10200,4992
2010,11,"Murder",10,2010-03-15,3,473,91,50
2010,11,"Petit Larceny",1326,2010-03-15,3,80105,15045,6969
2010,11,"Rape",19,2010-03-15,3,1275,302,130
2010,11,"Robbery",322,2010-03-15,3,18556,3710,1643
2011,11,"Burglary",281,2011-03-14,3,18302,3419,1232
2011,11,"Fel. Assault",345,2011-03-14,3,17361,3481,1308
2011,11,"G.L.A.",179,2011-03-14,3,10211,1881,693
2011,11,"Gr. Larceny",696,2011-03-14,3,37948,6989,2732
2011,11,"Misd. Assault",991,2011-03-14,3,52433,10083,3919
2011,11,"Murder",14,2011-03-14,3,514,76,36
2011,11,"Petit Larceny",1477,2011-03-14,3,80978,14763,5760
2011,11,"Rape",23,2011-03-14,3,1468,336,106
2011,11,"Robbery",314,2011-03-14,3,19390,3554,1277
2012,11,"Burglary",316,2012-03-12,3,19089,3707,1253
2012,11,"Fel. Assault",401,2012-03-12,3,18551,3551,1445
2012,11,"G.L.A.",109,2012-03-12,3,8843,1454,513
2012,11,"Gr. Larceny",761,2012-03-12,3,39886,8076,2873
2012,11,"Misd. Assault",1092,2012-03-12,3,51510,10862,4382
2012,11,"Murder",6,2012-03-12,3,494,76,31
2012,11,"Petit Larceny",1543,2012-03-12,3,82387,16165,6077
2012,11,"Rape",27,2012-03-12,3,1423,302,93
2012,11,"Robbery",333,2012-03-12,3,20050,3884,1335
2013,11,"Burglary",303,2013-03-18,3,18935,3420,1149
2013,11,"Fel. Assault",362,2013-03-18,3,19584,3667,1337
2013,11,"G.L.A.",115,2013-03-18,3,7814,1240,458
2013,11,"Gr. Larceny",777,2013-03-18,3,43138,8438,3052
2013,11,"Misd. Assault",985,2013-03-18,3,53590,10192,3703
2013,11,"Murder",3,2013-03-18,3,399,61,19
2013,11,"Petit Larceny",1491,2013-03-18,3,82153,15514,5776
2013,11,"Rape",21,2013-03-18,3,1481,315,116
2013,11,"Robbery",304,2013-03-18,3,19776,3621,1182
2014,11,"Burglary",307,2014-03-17,3,17382,3424,1437
2014,11,"Fel. Assault",356,2014-03-17,3,20587,3889,1807
2014,11,"G.L.A.",109,2014-03-17,3,7483,1383,601
2014,11,"Gr. Larceny",770,2014-03-17,3,45393,8387,3863
2014,11,"Misd. Assault",1065,2014-03-17,3,53713,10472,4995
2014,11,"Murder",7,2014-03-17,3,320,59,27
2014,11,"Petit Larceny",1478,2014-03-17,3,85137,15649,7333
2014,11,"Rape",24,2014-03-17,3,1379,262,117
2014,11,"Robbery",254,2014-03-17,3,18828,3373,1331
2015,11,"Burglary",273,2015-03-16,3,16200,2837,1232
2015,11,"Fel. Assault",395,2015-03-16,3,19926,3599,1791
2015,11,"G.L.A.",110,2015-03-16,3,7532,1271,559
2015,11,"Gr. Larceny",744,2015-03-16,3,43783,7913,3728
2015,11,"Misd. Assault",1010,2015-03-16,3,53021,9790,4727
2015,11,"Murder",6,2015-03-16,3,351,68,27
2015,11,"Petit Larceny",1500,2015-03-16,3,83554,14258,7054
2015,11,"Rape",23,2015-03-16,3,1381,285,129
2015,11,"Robbery",237,2015-03-16,3,16310,3152,1331
2016,11,"Burglary",250,2016-03-14,3,14909,2644,937
2016,11,"Fel. Assault",390,2016-03-14,3,20719,3936,1493
2016,11,"G.L.A.",92,2016-03-14,3,7137,1110,371
2016,11,"Gr. Larceny",822,2016-03-14,3,44792,8556,3156
2016,11,"Misd. Assault",1041,2016-03-14,3,52449,10132,4047
2016,11,"Murder",8,2016-03-14,3,341,58,25
2016,11,"Petit Larceny",1396,2016-03-14,3,82556,15307,5775
2016,11,"Rape",19,2016-03-14,3,1454,277,89
2016,11,"Robbery",245,2016-03-14,3,16831,3066,1045
2017,11,"Burglary",201,2017-03-13,3,12771,2471,849
2017,11,"Fel. Assault",326,2017-03-13,3,20761,3914,1406
2017,11,"G.L.A.",67,2017-03-13,3,6243,1055,347
2017,11,"Gr. Larceny",727,2017-03-13,3,44256,8438,2998
2017,11,"Misd. Assault",824,2017-03-13,3,51970,10022,3511
2017,11,"Murder",6,2017-03-13,3,319,47,18
2017,11,"Petit Larceny",1149,2017-03-13,3,80900,15349,5304
2017,11,"Rape",22,2017-03-13,3,1457,273,95
2017,11,"Robbery",184,2017-03-13,3,15110,2755,906
2018,11,"Burglary",194,2018-03-12,3,11988,2346,774
2018,11,"Fel. Assault",387,2018-03-12,3,20058,3859,1456
2018,11,"G.L.A.",79,2018-03-12,3,5521,927,345
2018,11,"Gr. Larceny",745,2018-03-12,3,43042,8367,2943
2018,11,"Misd. Assault",948,2018-03-12,3,51700,10412,3991
2018,11,"Murder",4,2018-03-12,3,281,51,24
2018,11,"Petit Larceny",1479,2018-03-12,3,84475,16425,5971
2018,11,"Rape",29,2018-03-12,3,1520,307,103
2018,11,"Robbery",205,2018-03-12,3,13819,2608,865
2019,11,"Burglary",167,2019-03-18,3,11467,2087,661
2019,11,"Fel. Assault",365,2019-03-18,3,20176,3695,1462
2019,11,"G.L.A.",69,2019-03-18,3,5256,789,270
2019,11,"Gr. Larceny",701,2019-03-18,3,42980,7897,2840
2019,11,"Misd. Assault",1010,2019-03-18,3,52515,9974,3690
2019,11,"Murder",5,2019-03-18,3,305,54,14
2019,11,"Petit Larceny",1486,2019-03-18,3,85846,16227,5833
2019,11,"Rape",31,2019-03-18,3,1610,328,123
2019,11,"Robbery",198,2019-03-18,3,12632,2319,795
2020,11,"Burglary",232,2020-03-16,3,11527,2764,1205
2020,11,"Fel. Assault",394,2020-03-16,3,21272,4156,1806
2020,11,"G.L.A.",128,2020-03-16,3,5936,1345,593
2020,11,"Gr. Larceny",701,2020-03-16,3,44048,8943,3154
2020,11,"Misd. Assault",932,2020-03-16,3,52846,10318,4141
2020,11,"Murder",6,2020-03-16,3,304,59,20
2020,11,"Petit Larceny",1632,2020-03-16,3,91419,18883,7329
2020,11,"Rape",22,2020-03-16,3,1567,299,108
2020,11,"Robbery",210,2020-03-16,3,14171,3090,1108
2021,11,"Burglary",221,2021-03-15,3,15262,2468,1066
2021,11,"Fel. Assault",428,2021-03-15,3,20498,3930,1901
2021,11,"G.L.A.",163,2021-03-15,3,9203,1511,722
2021,11,"Gr. Larceny",612,2021-03-15,3,32876,6317,3141
2021,11,"Misd. Assault",827,2021-03-15,3,40956,8096,4132
2021,11,"Murder",7,2021-03-15,3,476,83,40
2021,11,"Petit Larceny",1416,2021-03-15,3,78922,15832,7091
2021,11,"Rape",17,2021-03-15,3,1204,230,128
2021,11,"Robbery",203,2021-03-15,3,12265,2252,969
2022,11,"Burglary",296,2022-03-14,3,13554,3187,1214
2022,11,"Fel. Assault",448,2022-03-14,3,23816,4726,1859
2022,11,"G.L.A.",237,2022-03-14,3,11735,2851,952
2022,11,"Gr. Larceny",876,2022-03-14,3,45389,9681,3558
2022,11,"Misd. Assault",1061,2022-03-14,3,50721,10600,4279
2022,11,"Murder",10,2022-03-14,3,475,83,33
2022,11,"Petit Larceny",2161,2022-03-14,3,93023,21787,8593
2022,11,"Rape",20,2022-03-14,3,1331,285,93
2022,11,"Robbery",275,2022-03-14,3,14842,3283,1153
2023,11,"Burglary",275,2023-03-13,3,15674,3092,1093
2023,11,"Fel. Assault",486,2023-03-13,3,26626,5238,1989
2023,11,"G.L.A.",276,2023-03-13,3,13877,2985,1029
2023,11,"Gr. Larceny",921,2023-03-13,3,51092,9870,3624
2023,11,"Misd. Assault",1069,2023-03-13,3,55306,11149,4237
2023,11,"Murder",6,2023-03-13,3,420,74,29
2023,11,"Petit Larceny",1864,2023-03-13,3,116023,22167,7812
2023,11,"Rape",18,2023-03-13,3,1316,264,83
2023,11,"Robbery",283,2023-03-13,3,17320,3222,1137
2024,11,"Burglary",223,2024-03-11,3,13158,2674,932
2024,11,"Fel. Assault",585,2024-03-11,3,27802,5473,2090
2024,11,"G.L.A.",274,2024-03-11,3,15272,2660,965
2024,11,"Gr. Larceny",919,2024-03-11,3,47740,9745,3441
2024,11,"Misd. Assault",1339,2024-03-11,3,58754,12090,4479
2024,11,"Murder",10,2024-03-11,3,351,57,29
2024,11,"Petit Larceny",2053,2024-03-11,3,107341,21998,8000
2024,11,"Rape",28,2024-03-11,3,1100,265,91
2024,11,"Robbery",291,2024-03-11,3,16953,3363,1171
2025,11,"Burglary",237,2025-03-17,3,12252,2245,1120
2025,11,"Fel. Assault",506,2025-03-17,3,28325,4641,2607
2025,11,"G.L.A.",262,2025-03-17,3,13817,2151,1174
2025,11,"Gr. Larceny",921,2025-03-17,3,44299,7940,4269
2025,11,"Misd. Assault",885,2025-03-17,3,55106,7927,4509
2025,11,"Murder",1,2025-03-17,3,304,38,18
2025,11,"Petit Larceny",2194,2025-03-17,3,106646,19933,10301
2025,11,"Rape",47,2025-03-17,3,1490,350,179
2025,11,"Robbery",258,2025-03-17,3,15535,2317,1220
2026,11,"Murder",1,2026-03-16,3,223,33,22
2026,11,"Rape",36,2026-03-16,3,2013,442,206
2026,11,"Robbery",220,2026-03-16,3,14102,2419,1089
2026,11,"Fel. Assault",545,2026-03-16,3,27447,5185,2621
2026,11,"Burglary",184,2026-03-16,3,10966,2063,911
2026,11,"Gr. Larceny",854,2026-03-16,3,46067,8689,4200
2026,11,"G.L.A.",239,2026-03-16,3,13467,2333,1202
2026,11,"Petit Larceny",1902,2026-03-16,3,103914,19776,9519
2026,11,"Misd. Assault",879,2026-03-16,3,46547,8882,4590
2006,12,"Burglary",418,2006-03-20,3,NA,5105,1735
2006,12,"Fel. Assault",306,2006-03-20,3,NA,3368,1219
2006,12,"G.L.A.",313,2006-03-20,3,NA,3507,1163
2006,12,"Gr. Larceny",793,2006-03-20,3,NA,9701,3262
2006,12,"Misd. Assault",998,2006-03-20,3,NA,11283,4137
2006,12,"Murder",7,2006-03-20,3,NA,111,30
2006,12,"Petit Larceny",1434,2006-03-20,3,NA,16957,5765
2006,12,"Rape",24,2006-03-20,3,NA,405,116
2006,12,"Robbery",382,2006-03-20,3,NA,4908,1609
2007,12,"Burglary",371,2007-03-19,3,22349,4490,1437
2007,12,"Fel. Assault",305,2007-03-19,3,16904,3308,1255
2007,12,"G.L.A.",215,2007-03-19,3,15054,2722,863
2007,12,"Gr. Larceny",772,2007-03-19,3,45649,9281,3086
2007,12,"Misd. Assault",1021,2007-03-19,3,51082,10953,3935
2007,12,"Murder",8,2007-03-19,3,530,75,27
2007,12,"Petit Larceny",1426,2007-03-19,3,79628,16663,5510
2007,12,"Rape",27,2007-03-19,3,1430,304,103
2007,12,"Robbery",360,2007-03-19,3,22158,4205,1339
2008,12,"Burglary",322,2008-03-24,3,21388,4304,1636
2008,12,"Fel. Assault",302,2008-03-24,3,17336,3370,1450
2008,12,"G.L.A.",204,2008-03-24,3,12961,2590,1035
2008,12,"Gr. Larceny",744,2008-03-24,3,44454,9304,3762
2008,12,"Misd. Assault",897,2008-03-24,3,50926,10943,4780
2008,12,"Murder",8,2008-03-24,3,516,105,50
2008,12,"Petit Larceny",1474,2008-03-24,3,80441,17557,7242
2008,12,"Rape",25,2008-03-24,3,1347,352,122
2008,12,"Robbery",369,2008-03-24,3,21722,4592,1809
2009,12,"Burglary",276,2009-03-23,3,20103,3820,1493
2009,12,"Fel. Assault",274,2009-03-23,3,16096,3258,1511
2009,12,"G.L.A.",185,2009-03-23,3,12071,2254,866
2009,12,"Gr. Larceny",704,2009-03-23,3,42361,8113,3495
2009,12,"Misd. Assault",948,2009-03-23,3,49901,10798,4826
2009,12,"Murder",8,2009-03-23,3,483,79,31
2009,12,"Petit Larceny",1532,2009-03-23,3,82004,16945,7317
2009,12,"Rape",17,2009-03-23,3,1220,276,104
2009,12,"Robbery",300,2009-03-23,3,21654,3985,1655
2010,12,"Burglary",309,2010-03-22,3,19609,4065,1544
2010,12,"Fel. Assault",322,2010-03-22,3,16999,3534,1573
2010,12,"G.L.A.",198,2010-03-22,3,10468,2135,914
2010,12,"Gr. Larceny",698,2010-03-22,3,38455,7697,3272
2010,12,"Misd. Assault",1050,2010-03-22,3,50508,11250,4992
2010,12,"Murder",13,2010-03-22,3,478,104,50
2010,12,"Petit Larceny",1528,2010-03-22,3,80101,16573,6969
2010,12,"Rape",21,2010-03-22,3,1279,323,130
2010,12,"Robbery",370,2010-03-22,3,18626,4080,1643
2011,12,"Burglary",315,2011-03-21,3,18308,3734,1232
2011,12,"Fel. Assault",362,2011-03-21,3,17401,3843,1308
2011,12,"G.L.A.",158,2011-03-21,3,10171,2039,693
2011,12,"Gr. Larceny",655,2011-03-21,3,37905,7644,2732
2011,12,"Misd. Assault",1014,2011-03-21,3,52397,11097,3919
2011,12,"Murder",7,2011-03-21,3,508,83,36
2011,12,"Petit Larceny",1390,2011-03-21,3,80840,16153,5760
